geography,crime,week_to_date_current,week_to_date_prior,week_to_date_pct_change,twenty_eight_day_current,twenty_eight_day_prior,twenty_eight_day_pct_change,year_to_date_current,year_to_date_prior,year_to_date_pct_change,historical_2_yr_pct,historical_14_yr_pct,historical_31_yr_pct
107th Precinct,Gr. Larceny,12,19.0,-36.842105263157,75,53,41.509433962264,224,179,25.139664804469,11.442786069651,41.772151898734,12.562814070351
107th Precinct,G.L.A.,4,5.0,-20.0,13,29,-55.172413793103,99,120,-17.5,-1.980198019801,57.142857142857,-93.992718446601
107th Precinct,Transit,1,2.0,-50.0,4,2,100.0,18,7,157.142857142857,5.882352941176,125.0,
107th Precinct,Housing,0,0.0,,6,3,100.0,15,22,-31.818181818181,7.142857142857,36.363636363636,
107th Precinct,Petit Larceny,19,24.0,-20.833333333333,67,91,-26.373626373626,318,352,-9.65909090909,-20.895522388059,12.367491166077,
107th Precinct,Retail Theft,2,11.0,-81.818181818181,19,36,-47.222222222222,65,132,-50.757575757575,-64.480874316939,,
107th Precinct,Misd. Assault,12,16.0,-25.0,62,35,77.142857142857,183,183,0.0,21.192052980132,29.787234042553,
107th Precinct,UCR Rape*,1,0.0,,7,1,600.0,20,5,300.0,53.846153846153,,
107th Precinct,Other Sex Crimes,2,2.0,0.0,7,6,16.666666666666,31,21,47.619047619047,106.666666666667,,
107th Precinct,Shooting Vic.,0,0.0,,0,0,,0,2,-100.0,-100.0,-100.0,-100.0
107th Precinct,Shooting Inc.,0,0.0,,0,0,,0,2,-100.0,-100.0,-100.0,-100.0
107th Precinct,Hate Crimes,0,0.0,,3,0,,8,3,166.666666666667,700.0,,
107th Precinct,Traffic Fatalities,0,0.0,,1,0,,1,0,,0.0,,
108th Precinct,Murder,0,0.0,,0,0,,0,2,-100.0,,-100.0,-100.0
108th Precinct,Rape,1,1.0,0.0,4,2,100.0,10,6,66.666666666666,150.0,100.0,400.0
108th Precinct,Robbery,3,2.0,50.0,14,14,0.0,63,57,10.526315789473,-25.882352941176,10.526315789473,-83.678756476683
108th Precinct,Fel. Assault,4,4.0,0.0,19,19,0.0,87,98,-11.224489795918,8.75,89.130434782608,6.097560975609
108th Precinct,Burglary,1,2.0,-50.0,14,12,16.666666666666,65,73,-10.958904109589,-17.721518987341,-23.529411764705,-86.051502145922
108th Precinct,Gr. Larceny,14,18.0,-22.222222222222,52,63,-17.460317460317,233,226,3.097345132743,-2.100840336134,56.375838926174,-12.734082397003
108th Precinct,G.L.A.,10,3.0,233.333333333333,36,16,125.0,104,49,112.244897959184,76.271186440678,30.0,-83.77535101404
108th Precinct,Transit,1,4.0,-75.0,2,8,-75.0,14,30,-53.333333333333,0.0,0.0,
108th Precinct,Housing,0,0.0,,0,0,,0,0,,,,
108th Precinct,Petit Larceny,31,26.0,19.230769230769,132,119,10.924369747899,531,520,2.115384615384,-24.251069900142,77.591973244147,
108th Precinct,Retail Theft,14,13.0,7.692307692307,65,69,-5.797101449275,285,305,-6.55737704918,-39.490445859872,,
108th Precinct,Misd. Assault,16,12.0,33.333333333333,56,44,27.272727272727,176,176,0.0,-14.975845410628,6.666666666666,
108th Precinct,UCR Rape*,2,1.0,100.0,5,2,150.0,13,9,44.444444444444,85.714285714285,,
108th Precinct,Other Sex Crimes,3,2.0,50.0,7,6,16.666666666666,24,22,9.090909090909,14.285714285714,,
108th Precinct,Shooting Vic.,0,1.0,-100.0,0,1,-100.0,0,1,-100.0,-100.0,-100.0,-100.0
108th Precinct,Shooting Inc.,0,1.0,-100.0,0,1,-100.0,0,1,-100.0,-100.0,-100.0,-100.0
108th Precinct,Hate Crimes,0,0.0,,0,2,-100.0,3,2,50.0,-40.0,,
108th Precinct,Traffic Fatalities,0,0.0,,0,0,,2,0,,-33.333333333333,,
109th Precinct,Murder,0,0.0,,0,0,,4,0,,100.0,300.0,100.0
109th Precinct,Rape,1,0.0,,5,2,150.0,19,11,72.727272727272,171.428571428571,375.0,111.111111111111
109th Precinct,Robbery,5,7.0,-28.571428571428,17,18,-5.555555555555,51,78,-34.615384615384,-59.523809523809,-27.142857142857,-86.71875
109th Precinct,Fel. Assault,13,15.0,-13.333333333333,48,39,23.076923076923,164,144,13.888888888888,21.481481481481,160.31746031746,49.090909090909
109th Precinct,Burglary,6,7.0,-14.285714285714,20,35,-42.857142857142,92,170,-45.882352941176,-33.812949640287,-41.772151898734,-88.888888888888
109th Precinct,Gr. Larceny,17,16.0,6.25,55,71,-22.535211267605,281,308,-8.766233766233,-39.69957081545,41.206030150753,-33.412322274881
109th Precinct,G.L.A.,8,19.0,-57.894736842105,36,59,-38.983050847457,175,171,2.339181286549,4.790419161676,84.210526315789,-86.861861861861
109th Precinct,Transit,0,1.0,-100.0,4,5,-20.0,6,15,-60.0,-14.285714285714,500.0,
109th Precinct,Housing,0,0.0,,1,1,0.0,10,6,66.666666666666,42.857142857142,233.333333333333,
109th Precinct,Petit Larceny,43,71.0,-39.436619718309,186,192,-3.125,764,882,-13.378684807256,-19.324181626188,59.166666666666,
109th Precinct,Retail Theft,15,35.0,-57.142857142857,81,109,-25.688073394495,401,572,-29.895104895104,-35.737179487179,,
109th Precinct,Misd. Assault,22,13.0,69.230769230769,81,86,-5.813953488372,287,316,-9.177215189873,3.237410071942,26.431718061674,
109th Precinct,UCR Rape*,3,0.0,,8,2,300.0,25,12,108.333333333333,150.0,,
109th Precinct,Other Sex Crimes,4,1.0,300.0,7,6,16.666666666666,26,28,-7.142857142857,-29.729729729729,,
109th Precinct,Shooting Vic.,0,1.0,-100.0,2,1,100.0,2,2,0.0,,,-77.777777777777
109th Precinct,Shooting Inc.,0,1.0,-100.0,1,1,0.0,1,2,-50.0,,,-88.888888888888
109th Precinct,Hate Crimes,0,1.0,-100.0,1,7,-85.714285714285,5,8,-37.5,66.666666666666,,
109th Precinct,Traffic Fatalities,0,0.0,,0,0,,1,1,0.0,-85.714285714285,,
110th Precinct,Murder,0,0.0,,0,1,-100.0,1,1,0.0,-50.0,0.0,-91.666666666666
110th Precinct,Rape,2,1.0,100.0,5,5,0.0,19,14,35.714285714285,72.727272727272,90.0,280.0
110th Precinct,Robbery,9,9.0,0.0,41,34,20.588235294117,116,128,-9.375,-27.5,-10.76923076923,-78.518518518518
110th Precinct,Fel. Assault,12,17.0,-29.411764705882,43,44,-2.272727272727,200,204,-1.960784313725,-20.94861660079,112.765957446809,40.845070422535
110th Precinct,Burglary,3,9.0,-66.666666666666,14,17,-17.647058823529,44,68,-35.294117647058,-58.095238095238,-65.625,-94.607843137254
110th Precinct,Gr. Larceny,16,19.0,-15.78947368421,70,52,34.615384615384,244,243,0.411522633744,-30.085959885386,31.891891891891,-32.222222222222
110th Precinct,G.L.A.,5,4.0,25.0,29,23,26.086956521739,84,68,23.529411764705,-1.176470588235,61.538461538461,-87.948350071736
110th Precinct,Transit,3,1.0,200.0,4,4,0.0,19,17,11.764705882352,26.666666666666,58.333333333333,
110th Precinct,Housing,0,0.0,,0,0,,0,0,,,,
110th Precinct,Petit Larceny,44,59.0,-25.423728813559,180,179,0.558659217877,693,833,-16.806722689075,-37.735849056603,36.417322834645,
110th Precinct,Retail Theft,23,34.0,-32.35294117647,115,110,4.545454545454,463,633,-26.856240126382,-48.555555555555,,
110th Precinct,Misd. Assault,24,24.0,0.0,84,97,-13.40206185567,344,328,4.878048780487,-16.097560975609,66.990291262135,
110th Precinct,UCR Rape*,2,1.0,100.0,7,5,40.0,22,17,29.411764705882,37.5,,
110th Precinct,Other Sex Crimes,3,0.0,,8,2,300.0,36,33,9.090909090909,2.857142857142,,
110th Precinct,Shooting Vic.,0,0.0,,3,0,,6,1,500.0,,200.0,-75.0
110th Precinct,Shooting Inc.,0,0.0,,1,0,,4,1,300.0,,300.0,-82.608695652173
110th Precinct,Hate Crimes,0,0.0,,1,3,-66.666666666666,3,6,-50.0,,,
110th Precinct,Traffic Fatalities,0,0.0,,0,0,,2,0,,0.0,,
111th Precinct,Murder,0,0.0,,0,1,-100.0,0,2,-100.0,,,-100.0
111th Precinct,Rape,0,0.0,,0,0,,1,2,-50.0,-66.666666666666,-50.0,-80.0
111th Precinct,Robbery,1,2.0,-50.0,3,2,50.0,12,9,33.333333333333,-36.842105263157,-53.846153846153,-90.322580645161
111th Precinct,Fel. Assault,4,2.0,100.0,11,13,-15.384615384615,29,44,-34.090909090909,3.571428571428,38.095238095238,-35.555555555555
111th Precinct,Burglary,4,4.0,0.0,11,21,-47.619047619047,56,97,-42.268041237113,-35.632183908046,-35.632183908046,-83.183183183183
111th Precinct,Gr. Larceny,6,8.0,-25.0,29,34,-14.705882352941,183,143,27.972027972028,7.647058823529,36.567164179104,10.240963855421
111th Precinct,G.L.A.,3,11.0,-72.727272727272,23,27,-14.814814814814,99,85,16.470588235294,13.793103448275,115.217391304348,-90.934065934065
111th Precinct,Transit,0,0.0,,0,0,,0,0,,,,
111th Precinct,Housing,0,0.0,,0,0,,0,0,,,,
111th Precinct,Petit Larceny,11,11.0,0.0,38,40,-5.0,148,186,-20.430107526881,-20.855614973262,-12.941176470588,
111th Precinct,Retail Theft,0,4.0,-100.0,1,12,-91.666666666666,11,38,-71.052631578947,-73.170731707317,,
111th Precinct,Misd. Assault,1,3.0,-66.666666666666,9,17,-47.058823529411,44,59,-25.423728813559,-26.666666666666,-12.0,
111th Precinct,UCR Rape*,0,0.0,,0,0,,2,4,-50.0,-50.0,,
111th Precinct,Other Sex Crimes,1,1.0,0.0,2,2,0.0,4,2,100.0,33.333333333333,,
111th Precinct,Shooting Vic.,0,0.0,,0,1,-100.0,0,2,-100.0,,,
111th Precinct,Shooting Inc.,0,0.0,,0,1,-100.0,0,2,-100.0,,,
111th Precinct,Hate Crimes,0,0.0,,0,1,-100.0,4,4,0.0,100.0,,
111th Precinct,Traffic Fatalities,0,0.0,,1,0,,1,0,,-50.0,,
112th Precinct,Murder,0,0.0,,0,0,,0,1,-100.0,,,-100.0
112th Precinct,Rape,0,0.0,,1,3,-66.666666666666,4,5,-20.0,33.333333333333,300.0,100.0
112th Precinct,Robbery,3,0.0,,8,4,100.0,28,28,0.0,7.692307692307,-26.315789473684,-88.429752066115
112th Precinct,Fel. Assault,3,3.0,0.0,6,16,-62.5,48,59,-18.64406779661,37.142857142857,152.631578947368,29.729729729729
112th Precinct,Burglary,0,3.0,-100.0,2,8,-75.0,28,59,-52.542372881355,-24.324324324324,-34.883720930232,-94.004282655246
112th Precinct,Gr. Larceny,7,5.0,40.0,44,26,69.230769230769,169,125,35.2,22.463768115942,36.290322580645,-48.942598187311
112th Precinct,G.L.A.,2,0.0,,14,10,40.0,55,51,7.843137254901,17.021276595744,37.5,-95.331069609507
112th Precinct,Transit,1,0.0,,1,3,-66.666666666666,5,13,-61.538461538461,-58.333333333333,-37.5,
112th Precinct,Housing,0,0.0,,0,0,,0,0,,-100.0,,
112th Precinct,Petit Larceny,31,37.0,-16.216216216216,127,158,-19.620253164557,613,682,-10.117302052785,12.683823529411,94.603174603174,
112th Precinct,Retail Theft,21,22.0,-4.545454545454,92,112,-17.857142857142,424,538,-21.189591078066,2.663438256658,,
112th Precinct,Misd. Assault,2,4.0,-50.0,20,22,-9.090909090909,99,106,-6.603773584905,7.608695652173,43.478260869565,
112th Precinct,UCR Rape*,0,0.0,,1,3,-66.666666666666,4,9,-55.555555555555,-42.857142857142,,
112th Precinct,Other Sex Crimes,1,1.0,0.0,5,2,150.0,17,12,41.666666666666,112.5,,
112th Precinct,Shooting Vic.,0,0.0,,0,0,,0,0,,,-100.0,-100.0
112th Precinct,Shooting Inc.,0,0.0,,0,0,,0,0,,,-100.0,-100.0
112th Precinct,Hate Crimes,0,0.0,,0,1,-100.0,5,7,-28.571428571428,0.0,,
112th Precinct,Traffic Fatalities,0,0.0,,0,0,,0,1,-100.0,,,
113th Precinct,Murder,0,0.0,,2,0,,3,1,200.0,50.0,0.0,-66.666666666666
113th Precinct,Rape,2,1.0,100.0,6,1,500.0,12,5,140.0,200.0,100.0,-60.0
113th Precinct,Robbery,2,2.0,0.0,8,5,60.0,48,29,65.51724137931,9.090909090909,-54.285714285714,-86.666666666666
113th Precinct,Fel. Assault,1,10.0,-90.0,26,28,-7.142857142857,114,117,-2.564102564102,-6.55737704918,20.0,-48.181818181818
113th Precinct,Burglary,1,0.0,,6,5,20.0,24,18,33.333333333333,-7.692307692307,-80.165289256198,-92.258064516129
113th Precinct,Gr. Larceny,6,8.0,-25.0,51,27,88.888888888888,176,113,55.75221238938,91.304347826087,-13.300492610837,-83.926940639269
113th Precinct,G.L.A.,3,6.0,-50.0,12,13,-7.692307692307,59,62,-4.838709677419,-15.714285714285,-30.588235294117,-89.388489208633
113th Precinct,Transit,0,0.0,,0,0,,0,0,,,,
113th Precinct,Housing,0,2.0,-100.0,0,2,-100.0,2,4,-50.0,-33.333333333333,-50.0,
113th Precinct,Petit Larceny,15,26.0,-42.307692307692,69,92,-25.0,351,308,13.961038961039,-3.038674033149,5.405405405405,
113th Precinct,Retail Theft,1,8.0,-87.5,14,33,-57.575757575757,71,93,-23.655913978494,-32.380952380952,,
113th Precinct,Misd. Assault,12,12.0,0.0,55,44,25.0,217,202,7.425742574257,9.595959595959,-16.538461538461,
113th Precinct,UCR Rape*,2,1.0,100.0,6,1,500.0,14,7,100.0,16.666666666666,,
113th Precinct,Other Sex Crimes,6,1.0,500.0,11,3,266.666666666667,17,21,-19.047619047619,30.76923076923,,
113th Precinct,Shooting Vic.,0,0.0,,2,0,,3,4,-25.0,-40.0,-81.25,-94.117647058823
113th Precinct,Shooting Inc.,0,0.0,,2,0,,3,4,-25.0,-40.0,-78.571428571428,-93.023255813953
113th Precinct,Hate Crimes,0,0.0,,0,0,,2,1,100.0,,,
113th Precinct,Traffic Fatalities,0,0.0,,0,1,-100.0,0,2,-100.0,-100.0,,
114th Precinct,Murder,0,0.0,,0,0,,2,1,100.0,,-50.0,-71.428571428571
114th Precinct,Rape,1,1.0,0.0,6,3,100.0,17,14,21.428571428571,54.545454545454,142.857142857143,13.333333333333
114th Precinct,Robbery,7,6.0,16.666666666666,17,7,142.857142857143,66,49,34.69387755102,-37.735849056603,-34.0,-89.622641509434
114th Precinct,Fel. Assault,8,13.0,-38.461538461538,42,53,-20.754716981132,156,206,-24.271844660194,-17.460317460317,85.714285714285,-39.0625
114th Precinct,Burglary,2,6.0,-66.666666666666,13,19,-31.578947368421,49,65,-24.615384615384,-32.876712328767,-71.176470588235,-92.653673163418
114th Precinct,Gr. Larceny,13,20.0,-35.0,59,72,-18.055555555555,300,291,3.092783505154,-7.120743034055,35.135135135135,-19.354838709677
114th Precinct,G.L.A.,5,4.0,25.0,31,20,55.0,92,83,10.843373493975,-23.333333333333,12.195121951219,-90.376569037656
114th Precinct,Transit,1,1.0,0.0,2,3,-33.333333333333,12,12,0.0,33.333333333333,0.0,
114th Precinct,Housing,7,5.0,40.0,18,17,5.882352941176,67,73,-8.219178082191,3.076923076923,55.813953488372,
114th Precinct,Petit Larceny,40,33.0,21.212121212121,153,176,-13.068181818181,749,788,-4.94923857868,-1.187335092348,51.313131313131,
114th Precinct,Retail Theft,14,17.0,-17.647058823529,64,92,-30.434782608695,308,435,-29.19540229885,-25.242718446601,,
114th Precinct,Misd. Assault,21,18.0,16.666666666666,70,61,14.754098360655,293,274,6.934306569343,-5.177993527508,1.384083044982,
114th Precinct,UCR Rape*,1,1.0,0.0,7,3,133.333333333333,21,16,31.25,16.666666666666,,
114th Precinct,Other Sex Crimes,5,3.0,66.666666666666,11,9,22.222222222222,29,29,0.0,7.407407407407,,
114th Precinct,Shooting Vic.,0,0.0,,0,2,-100.0,3,7,-57.142857142857,0.0,-66.666666666666,-76.923076923076
114th Precinct,Shooting Inc.,0,0.0,,0,2,-100.0,3,7,-57.142857142857,50.0,-57.142857142857,-76.923076923076
114th Precinct,Hate Crimes,0,0.0,,3,2,50.0,7,3,133.333333333333,75.0,,
114th Precinct,Traffic Fatalities,0,0.0,,1,0,,2,2,0.0,100.0,,
115th Precinct,Murder,0,0.0,,0,1,-100.0,1,3,-66.666666666666,,0.0,-85.714285714285
115th Precinct,Rape,1,1.0,0.0,3,3,0.0,13,13,0.0,30.0,116.666666666667,30.0
115th Precinct,Robbery,5,8.0,-37.5,21,28,-25.0,90,96,-6.25,-27.419354838709,-17.43119266055,-79.020979020979
115th Precinct,Fel. Assault,7,12.0,-41.666666666666,30,54,-44.444444444444,123,187,-34.224598930481,-32.044198895027,20.588235294117,1.652892561983
115th Precinct,Burglary,2,2.0,0.0,14,15,-6.666666666666,45,66,-31.818181818181,-39.189189189189,-60.176991150442,-94.117647058823
115th Precinct,Gr. Larceny,16,8.0,100.0,53,50,6.0,209,237,-11.814345991561,-31.921824104234,50.359712230215,-48.774509803921
115th Precinct,G.L.A.,5,7.0,-28.571428571428,26,17,52.941176470588,85,76,11.842105263157,-9.574468085106,16.438356164383,-88.666666666666
115th Precinct,Transit,2,1.0,100.0,3,5,-40.0,11,21,-47.619047619047,-50.0,-8.333333333333,
115th Precinct,Housing,0,0.0,,0,0,,0,0,,,,
115th Precinct,Petit Larceny,23,19.0,21.052631578947,87,92,-5.434782608695,405,441,-8.163265306122,-50.54945054945,17.732558139534,
115th Precinct,Retail Theft,10,5.0,100.0,26,34,-23.529411764705,109,190,-42.631578947368,-76.857749469214,,
115th Precinct,Misd. Assault,9,24.0,-62.5,54,83,-34.939759036144,276,357,-22.689075630252,-31.343283582089,-12.658227848101,
115th Precinct,UCR Rape*,1,1.0,0.0,5,4,25.0,18,18,0.0,-14.285714285714,,
115th Precinct,Other Sex Crimes,1,5.0,-80.0,11,11,0.0,39,37,5.405405405405,-22.0,,
115th Precinct,Shooting Vic.,0,0.0,,0,0,,1,0,,,-66.666666666666,-94.444444444444
115th Precinct,Shooting Inc.,0,0.0,,0,0,,1,0,,,-50.0,-94.117647058823
115th Precinct,Hate Crimes,0,0.0,,0,1,-100.0,2,2,0.0,-60.0,,
115th Precinct,Traffic Fatalities,0,0.0,,1,0,,2,1,100.0,-50.0,,
120th Precinct,Murder,0,0.0,,0,0,,0,2,-100.0,,-100.0,-100.0
120th Precinct,Rape,0,1.0,-100.0,1,4,-75.0,13,12,8.333333333333,30.0,8.333333333333,-43.478260869565
120th Precinct,Robbery,3,5.0,-40.0,10,12,-16.666666666666,39,50,-22.0,-22.0,-56.666666666666,-88.920454545454
120th Precinct,Fel. Assault,9,6.0,50.0,31,39,-20.51282051282,132,141,-6.382978723404,-24.137931034482,24.528301886792,-42.105263157894
120th Precinct,Burglary,2,0.0,,6,4,50.0,19,39,-51.282051282051,-48.648648648648,-75.641025641025,-96.735395189003
120th Precinct,Gr. Larceny,5,9.0,-44.444444444444,27,21,28.571428571428,102,100,2.0,-17.073170731707,-15.702479338843,-40.350877192982
120th Precinct,G.L.A.,2,0.0,,9,3,200.0,29,17,70.588235294117,-14.705882352941,-50.847457627118,-93.829787234042
120th Precinct,Transit,0,0.0,,0,0,,0,0,,,,
120th Precinct,Housing,4,0.0,,6,0,,23,19,21.052631578947,-20.689655172413,64.285714285714,
120th Precinct,Petit Larceny,25,20.0,25.0,97,82,18.292682926829,335,436,-23.165137614678,-29.175475687103,-23.690205011389,
120th Precinct,Retail Theft,9,15.0,-40.0,34,47,-27.659574468085,114,243,-53.086419753086,-49.107142857142,,
120th Precinct,Misd. Assault,12,16.0,-25.0,47,50,-6.0,198,245,-19.183673469387,-15.744680851063,-48.571428571428,
120th Precinct,UCR Rape*,0,1.0,-100.0,1,4,-75.0,18,18,0.0,5.882352941176,,
120th Precinct,Other Sex Crimes,1,2.0,-50.0,5,11,-54.545454545454,27,31,-12.903225806451,-6.896551724137,,
120th Precinct,Shooting Vic.,0,0.0,,1,0,,3,2,50.0,-40.0,-76.923076923076,-84.210526315789
120th Precinct,Shooting Inc.,0,0.0,,1,0,,3,2,50.0,-40.0,-72.727272727272,-82.35294117647
120th Precinct,Hate Crimes,0,1.0,-100.0,1,2,-50.0,1,2,-50.0,-50.0,,
120th Precinct,Traffic Fatalities,0,0.0,,0,0,,0,1,-100.0,,,
121st Precinct,Murder,0,0.0,,0,0,,0,0,,,,
121st Precinct,Rape,0,1.0,-100.0,1,5,-80.0,8,13,-38.461538461538,166.666666666667,,
121st Precinct,Robbery,3,1.0,200.0,7,6,16.666666666666,23,18,27.777777777777,-17.857142857142,,
121st Precinct,Fel. Assault,9,9.0,0.0,22,18,22.222222222222,98,72,36.111111111111,36.111111111111,,
121st Precinct,Burglary,3,0.0,,9,2,350.0,21,28,-25.0,0.0,,
121st Precinct,Gr. Larceny,9,12.0,-25.0,35,30,16.666666666666,127,130,-2.307692307692,6.72268907563,,
121st Precinct,G.L.A.,1,0.0,,3,0,,19,20,-5.0,11.764705882352,,
121st Precinct,Transit,0,0.0,,0,0,,0,0,,,,
121st Precinct,Housing,0,1.0,-100.0,2,3,-33.333333333333,4,6,-33.333333333333,0.0,,
121st Precinct,Petit Larceny,22,39.0,-43.589743589743,90,127,-29.133858267716,358,521,-31.285988483685,-29.249011857707,,
121st Precinct,Retail Theft,14,31.0,-54.838709677419,59,88,-32.954545454545,236,355,-33.521126760563,-32.378223495702,,
121st Precinct,Misd. Assault,11,9.0,22.222222222222,32,61,-47.540983606557,170,193,-11.917098445595,-19.431279620853,,
121st Precinct,UCR Rape*,0,1.0,-100.0,2,5,-60.0,14,15,-6.666666666666,100.0,,
121st Precinct,Other Sex Crimes,0,1.0,-100.0,2,3,-33.333333333333,17,20,-15.0,0.0,,
121st Precinct,Shooting Vic.,0,0.0,,3,0,,4,1,300.0,300.0,,
121st Precinct,Shooting Inc.,0,0.0,,2,0,,3,1,200.0,200.0,,
121st Precinct,Hate Crimes,0,0.0,,2,0,,3,0,,0.0,,
121st Precinct,Traffic Fatalities,1,0.0,,2,0,,5,0,,150.0,,
122nd Precinct,Murder,0,0.0,,0,0,,0,0,,,,
122nd Precinct,Rape,0,0.0,,2,0,,6,0,,0.0,0.0,20.0
122nd Precinct,Robbery,0,0.0,,4,4,0.0,17,16,6.25,-22.727272727272,-48.484848484848,-83.333333333333
122nd Precinct,Fel. Assault,3,5.0,-40.0,14,28,-50.0,58,83,-30.12048192771,-1.694915254237,13.725490196078,-39.583333333333
122nd Precinct,Burglary,0,0.0,,4,5,-20.0,23,40,-42.5,-11.538461538461,-57.407407407407,-94.866071428571
122nd Precinct,Gr. Larceny,12,6.0,100.0,34,32,6.25,141,131,7.633587786259,-25.0,7.633587786259,-50.871080139372
122nd Precinct,G.L.A.,1,2.0,-50.0,2,7,-71.428571428571,18,17,5.882352941176,0.0,-25.0,-98.093220338983
122nd Precinct,Transit,0,0.0,,0,0,,0,0,,,,
122nd Precinct,Housing,0,3.0,-100.0,2,13,-84.615384615384,9,24,-62.5,50.0,125.0,
122nd Precinct,Petit Larceny,20,17.0,17.647058823529,70,86,-18.60465116279,248,357,-30.532212885154,-29.545454545454,-54.327808471454,
122nd Precinct,Retail Theft,7,13.0,-46.153846153846,28,48,-41.666666666666,111,199,-44.221105527638,-37.640449438202,,
122nd Precinct,Misd. Assault,10,11.0,-9.090909090909,31,38,-18.421052631578,102,109,-6.422018348623,-4.672897196261,-40.697674418604,
122nd Precinct,UCR Rape*,0,0.0,,2,0,,7,0,,0.0,,
122nd Precinct,Other Sex Crimes,0,1.0,-100.0,4,6,-33.333333333333,14,20,-30.0,27.272727272727,,
122nd Precinct,Shooting Vic.,0,0.0,,0,0,,0,0,,,,-100.0
122nd Precinct,Shooting Inc.,0,0.0,,0,0,,0,0,,,,-100.0
122nd Precinct,Hate Crimes,0,0.0,,0,0,,1,2,-50.0,-50.0,,
122nd Precinct,Traffic Fatalities,0,0.0,,0,0,,0,1,-100.0,-100.0,,
123rd Precinct,Murder,0,0.0,,0,0,,0,0,,-100.0,,-100.0
123rd Precinct,Rape,0,0.0,,2,0,,6,2,200.0,200.0,200.0,200.0
123rd Precinct,Robbery,2,0.0,,4,0,,7,4,75.0,-22.222222222222,16.666666666666,-61.111111111111
123rd Precinct,Fel. Assault,2,1.0,100.0,9,5,80.0,37,37,0.0,0.0,146.666666666667,27.586206896551
123rd Precinct,Burglary,0,0.0,,1,4,-75.0,15,24,-37.5,66.666666666666,-62.5,-83.333333333333
123rd Precinct,Gr. Larceny,8,6.0,33.333333333333,18,21,-14.285714285714,86,84,2.380952380952,-9.473684210526,75.510204081632,50.877192982456
123rd Precinct,G.L.A.,1,1.0,0.0,3,1,200.0,11,9,22.222222222222,-21.428571428571,-8.333333333333,-95.31914893617
123rd Precinct,Transit,0,0.0,,0,0,,0,0,,,,
123rd Precinct,Housing,0,0.0,,0,0,,0,0,,,,
123rd Precinct,Petit Larceny,7,10.0,-30.0,16,41,-60.975609756097,97,146,-33.561643835616,-32.167832167832,-42.941176470588,
123rd Precinct,Retail Theft,3,5.0,-40.0,7,24,-70.833333333333,41,76,-46.052631578947,-45.333333333333,,
123rd Precinct,Misd. Assault,2,6.0,-66.666666666666,16,16,0.0,79,74,6.756756756756,58.0,29.508196721311,
123rd Precinct,UCR Rape*,0,0.0,,2,0,,6,2,200.0,20.0,,
123rd Precinct,Other Sex Crimes,1,1.0,0.0,2,1,100.0,5,6,-16.666666666666,150.0,,
123rd Precinct,Shooting Vic.,0,0.0,,0,0,,0,0,,,,-100.0
123rd Precinct,Shooting Inc.,0,0.0,,0,0,,0,0,,,,-100.0
123rd Precinct,Hate Crimes,0,0.0,,1,0,,3,0,,200.0,,
123rd Precinct,Traffic Fatalities,0,0.0,,0,0,,0,0,,,,
